order	package_name	version	url	type
230	ape	5.3	http://cran.r-project.org/src/contrib/Archive/ape/ape_5.3.tar.gz	CRAN_archive
231	argparse	2.1.5	http://cran.r-project.org/src/contrib/Archive/argparse/argparse_2.1.5.tar.gz	CRAN_archive
232	Biobase	2.46.0	https://bioconductor.org/packages/3.10/bioc/src/contrib/Biobase_2.46.0.tar.gz	BioC_last
233	BiocNeighbors	1.4.2	https://bioconductor.org/packages/3.10/bioc/src/contrib/BiocNeighbors_1.4.2.tar.gz	BioC_last
234	blob	1.2.1	http://cran.r-project.org/src/contrib/Archive/blob/blob_1.2.1.tar.gz	CRAN_archive
235	bslib	0.3.1	http://cran.r-project.org/src/contrib/Archive/bslib/bslib_0.3.1.tar.gz	CRAN_archive
236	circlize	0.4.16	https://cran.r-project.org/src/contrib/circlize_0.4.15.tar.gz	url_custom
237	cli	3.0.1	http://cran.r-project.org/src/contrib/Archive/cli/cli_3.0.1.tar.gz	CRAN_archive
238	copula	1.0-0	http://cran.r-project.org/src/contrib/Archive/copula/copula_1.0-0.tar.gz	CRAN_archive
239	credentials	1.3.1	http://cran.r-project.org/src/contrib/Archive/credentials/credentials_1.3.1.tar.gz	CRAN_archive
240	crosstalk	1.1.0.1	http://cran.r-project.org/src/contrib/Archive/crosstalk/crosstalk_1.1.0.1.tar.gz	CRAN_archive
241	desc	1.4.1	http://cran.r-project.org/src/contrib/Archive/desc/desc_1.4.1.tar.gz	CRAN_archive
242	dqrng	0.2.1	http://cran.r-project.org/src/contrib/Archive/dqrng/dqrng_0.2.1.tar.gz	CRAN_archive
243	e1071	1.7-3	http://cran.r-project.org/src/contrib/Archive/e1071/e1071_1.7-3.tar.gz	CRAN_archive
244	edgeR	3.28.1	https://bioconductor.org/packages/3.10/bioc/src/contrib/edgeR_3.28.1.tar.gz	BioC_last
245	fitdistrplus	1.0-14	http://cran.r-project.org/src/contrib/Archive/fitdistrplus/fitdistrplus_1.0-14.tar.gz	CRAN_archive
246	GA	3.2	http://cran.r-project.org/src/contrib/Archive/GA/GA_3.2.tar.gz	CRAN_archive
247	gdata	2.18.0	http://cran.r-project.org/src/contrib/Archive/gdata/gdata_2.18.0.tar.gz	CRAN_archive
248	gert	1.4.1	http://cran.r-project.org/src/contrib/Archive/gert/gert_1.4.1.tar.gz	CRAN_archive
249	GetoptLong	1.0.5	https://cran.r-project.org/src/contrib/GetoptLong_1.0.5.tar.gz	CRAN_last
250	gplots	3.0.3	http://cran.r-project.org/src/contrib/Archive/gplots/gplots_3.0.3.tar.gz	CRAN_archive
251	hms	1.1.1	http://cran.r-project.org/src/contrib/Archive/hms/hms_1.1.1.tar.gz	CRAN_archive
252	htmlwidgets	1.5.4	http://cran.r-project.org/src/contrib/Archive/htmlwidgets/htmlwidgets_1.5.4.tar.gz	CRAN_archive
253	httr	1.4.2	http://cran.r-project.org/src/contrib/Archive/httr/httr_1.4.2.tar.gz	CRAN_archive
254	igraph	1.2.5	http://cran.r-project.org/src/contrib/Archive/igraph/igraph_1.2.5.tar.gz	CRAN_archive
255	influenceR	0.1.0	http://cran.r-project.org/src/contrib/Archive/influenceR/influenceR_0.1.0.tar.gz	CRAN_archive
256	IRanges	2.20.2	https://bioconductor.org/packages/3.10/bioc/src/contrib/IRanges_2.20.2.tar.gz	BioC_last
257	irlba	2.3.3	http://cran.r-project.org/src/contrib/Archive/irlba/irlba_2.3.3.tar.gz	CRAN_archive
258	knitr	1.41	http://cran.r-project.org/src/contrib/Archive/knitr/knitr_1.41.tar.gz	CRAN_archive
259	knn.covertree	1.0	https://cran.r-project.org/src/contrib/knn.covertree_1.0.tar.gz	CRAN_last
260	laeken	0.5.2	https://cran.r-project.org/src/contrib/laeken_0.5.2.tar.gz	CRAN_last
261	later	1.3.0	https://cran.r-project.org/src/contrib/later_1.3.0.tar.gz	CRAN_last
262	lava	1.6.7	http://cran.r-project.org/src/contrib/Archive/lava/lava_1.6.7.tar.gz	CRAN_archive
263	leiden	0.3.3	http://cran.r-project.org/src/contrib/Archive/leiden/leiden_0.3.3.tar.gz	CRAN_archive
264	lhs	1.0.2	http://cran.r-project.org/src/contrib/Archive/lhs/lhs_1.0.2.tar.gz	CRAN_archive
265	libcoin	1.0-9	https://cran.r-project.org/src/contrib/libcoin_1.0-9.tar.gz	CRAN_last
266	lubridate	1.7.9	http://cran.r-project.org/src/contrib/Archive/lubridate/lubridate_1.7.9.tar.gz	CRAN_archive
267	maptools	1.0-1	http://cran.r-project.org/src/contrib/Archive/maptools/maptools_1.0-1.tar.gz	CRAN_archive
268	minqa	1.2.4	http://cran.r-project.org/src/contrib/Archive/minqa/minqa_1.2.4.tar.gz	CRAN_archive
269	mixtools	1.2.0	http://cran.r-project.org/src/contrib/Archive/mixtools/mixtools_1.2.0.tar.gz	CRAN_archive
270	ModelMetrics	1.2.2.2	https://cran.r-project.org/src/contrib/ModelMetrics_1.2.2.2.tar.gz	CRAN_last
271	multcomp	1.4-17	http://cran.r-project.org/src/contrib/Archive/multcomp/multcomp_1.4-17.tar.gz	CRAN_archive
272	openxlsx	4.1.5	http://cran.r-project.org/src/contrib/Archive/openxlsx/openxlsx_4.1.5.tar.gz	CRAN_archive
273	pcaMethods	1.78.0	https://bioconductor.org/packages/3.10/bioc/src/contrib/pcaMethods_1.78.0.tar.gz	BioC_last
274	pillar	1.6.3	http://cran.r-project.org/src/contrib/Archive/pillar/pillar_1.6.3.tar.gz	CRAN_archive
275	pkgbuild	1.3.1	http://cran.r-project.org/src/contrib/Archive/pkgbuild/pkgbuild_1.3.1.tar.gz	CRAN_archive
276	pkgload	1.2.2	http://cran.r-project.org/src/contrib/Archive/pkgload/pkgload_1.2.2.tar.gz	CRAN_archive
277	plyr	1.8.6	http://cran.r-project.org/src/contrib/Archive/plyr/plyr_1.8.6.tar.gz	CRAN_archive
278	princurve	2.1.4	http://cran.r-project.org/src/contrib/Archive/princurve/princurve_2.1.4.tar.gz	CRAN_archive
279	pROC	1.16.2	http://cran.r-project.org/src/contrib/Archive/pROC/pROC_1.16.2.tar.gz	CRAN_archive
280	prodlim	2019.11.13	http://cran.r-project.org/src/contrib/Archive/prodlim/prodlim_2019.11.13.tar.gz	CRAN_archive
281	progress	1.2.2	https://cran.r-project.org/src/contrib/progress_1.2.2.tar.gz	CRAN_last
282	promises	1.1.0	http://cran.r-project.org/src/contrib/Archive/promises/promises_1.1.0.tar.gz	CRAN_archive
283	proxyC	0.1.5	http://cran.r-project.org/src/contrib/Archive/proxyC/proxyC_0.1.5.tar.gz	CRAN_archive
284	pryr	0.1.4	http://cran.r-project.org/src/contrib/Archive/pryr/pryr_0.1.4.tar.gz	CRAN_archive
285	quantreg	5.55	http://cran.r-project.org/src/contrib/Archive/quantreg/quantreg_5.55.tar.gz	CRAN_archive
286	ranger	0.12.1	http://cran.r-project.org/src/contrib/Archive/ranger/ranger_0.12.1.tar.gz	CRAN_archive
287	reshape	0.8.8	http://cran.r-project.org/src/contrib/Archive/reshape/reshape_0.8.8.tar.gz	CRAN_archive
288	reshape2	1.4.4	https://cran.r-project.org/src/contrib/reshape2_1.4.4.tar.gz	CRAN_last
289	rje	1.10.15	http://cran.r-project.org/src/contrib/Archive/rje/rje_1.10.15.tar.gz	CRAN_archive
290	rmarkdown	2.18	http://cran.r-project.org/src/contrib/Archive/rmarkdown/rmarkdown_2.18.tar.gz	CRAN_archive
291	ROCR	1.0-7	http://cran.r-project.org/src/contrib/Archive/ROCR/ROCR_1.0-7.tar.gz	CRAN_archive
292	roxygen2	7.1.2	http://cran.r-project.org/src/contrib/Archive/roxygen2/roxygen2_7.1.2.tar.gz	CRAN_archive
293	RSQLite	2.2.0	http://cran.r-project.org/src/contrib/Archive/RSQLite/RSQLite_2.2.0.tar.gz	CRAN_archive
294	rversions	2.1.1	http://cran.r-project.org/src/contrib/Archive/rversions/rversions_2.1.1.tar.gz	CRAN_archive
295	selectr	0.4-2	https://cran.r-project.org/src/contrib/selectr_0.4-2.tar.gz	CRAN_last
296	sessioninfo	1.1.1	http://cran.r-project.org/src/contrib/Archive/sessioninfo/sessioninfo_1.1.1.tar.gz	CRAN_archive
297	tibble	3.1.5	http://cran.r-project.org/src/contrib/Archive/tibble/tibble_3.1.5.tar.gz	CRAN_archive
298	tidyselect	1.1.0	http://cran.r-project.org/src/contrib/Archive/tidyselect/tidyselect_1.1.0.tar.gz	CRAN_archive
299	TTR	0.24.2	http://cran.r-project.org/src/contrib/Archive/TTR/TTR_0.24.2.tar.gz	CRAN_archive
300	uwot	0.1.8	http://cran.r-project.org/src/contrib/Archive/uwot/uwot_0.1.8.tar.gz	CRAN_archive
301	visNetwork	2.0.9	http://cran.r-project.org/src/contrib/Archive/visNetwork/visNetwork_2.0.9.tar.gz	CRAN_archive
302	vroom	1.5.5	http://cran.r-project.org/src/contrib/Archive/vroom/vroom_1.5.5.tar.gz	CRAN_archive
303	XVector	0.26.0	https://bioconductor.org/packages/3.10/bioc/src/contrib/XVector_0.26.0.tar.gz	BioC_last
304	AnnotationDbi	1.48.0	https://bioconductor.org/packages/3.10/bioc/src/contrib/AnnotationDbi_1.48.0.tar.gz	BioC_last
305	Biostrings	2.54.0	https://bioconductor.org/packages/3.10/bioc/src/contrib/Biostrings_2.54.0.tar.gz	BioC_last
306	carrier	0.1.0	https://cran.r-project.org/src/contrib/carrier_0.1.0.tar.gz	CRAN_last
307	cellranger	1.1.0	https://cran.r-project.org/src/contrib/cellranger_1.1.0.tar.gz	CRAN_last
308	classInt	0.4-3	http://cran.r-project.org/src/contrib/Archive/classInt/classInt_0.4-3.tar.gz	CRAN_archive
309	coin	1.4-2	https://cran.r-project.org/src/contrib/coin_1.4-2.tar.gz	CRAN_last
310	ComplexHeatmap	2.13.1	https://www.bioconductor.org/packages/release/bioc/src/contrib/ComplexHeatmap_2.14.0.tar.gz	url_custom
311	DelayedArray	0.12.3	https://bioconductor.org/packages/3.10/bioc/src/contrib/DelayedArray_0.12.3.tar.gz	BioC_last
312	DO.db	2.9	https://bioconductor.org/packages/3.15/data/annotation/src/contrib/DO.db_2.9.tar.gz	url_custom
313	dplyr	1.0.7	http://cran.r-project.org/src/contrib/Archive/dplyr/dplyr_1.0.7.tar.gz	CRAN_archive
314	dynutils	1.0.5.9000	http://cran.r-project.org/src/contrib/Archive/dynutils/dynutils_1.0.5.tar.gz	CRAN_archive_short_version
315	europepmc	0.3	http://cran.r-project.org/src/contrib/Archive/europepmc/europepmc_0.3.tar.gz	CRAN_archive
316	forcats	0.5.0	http://cran.r-project.org/src/contrib/Archive/forcats/forcats_0.5.0.tar.gz	CRAN_archive
317	GenomeInfoDb	1.22.1	https://bioconductor.org/packages/3.10/bioc/src/contrib/GenomeInfoDb_1.22.1.tar.gz	BioC_last
318	GenomicRanges	1.38.0	https://bioconductor.org/packages/3.10/bioc/src/contrib/GenomicRanges_1.38.0.tar.gz	BioC_last
319	gh	1.3.0	http://cran.r-project.org/src/contrib/Archive/gh/gh_1.3.0.tar.gz	CRAN_archive
320	GO.db	3.10.0	https://bioconductor.org/packages/3.10/data/annotation/src/contrib/GO.db_3.10.0.tar.gz	url_custom
321	GOSemSim	2.13.1	https://bioconductor.org/packages/3.11/bioc/src/contrib/Archive/GOSemSim/GOSemSim_2.13.1.tar.gz	BioC_3.11_archive
322	graphlayouts	0.7.0	http://cran.r-project.org/src/contrib/Archive/graphlayouts/graphlayouts_0.7.0.tar.gz	CRAN_archive
323	HDF5Array	1.14.4	https://bioconductor.org/packages/3.10/bioc/src/contrib/HDF5Array_1.14.4.tar.gz	BioC_last
324	htmlTable	1.13.3	http://cran.r-project.org/src/contrib/Archive/htmlTable/htmlTable_1.13.3.tar.gz	CRAN_archive
325	httpuv	1.5.2	http://cran.r-project.org/src/contrib/Archive/httpuv/httpuv_1.5.2.tar.gz	CRAN_archive
326	ipred	0.9-12	http://cran.r-project.org/src/contrib/Archive/ipred/ipred_0.9-12.tar.gz	CRAN_archive
327	lmds	0.1.0	https://cran.r-project.org/src/contrib/lmds_0.1.0.tar.gz	CRAN_last
328	lme4	1.1-27.1	http://cran.r-project.org/src/contrib/Archive/lme4/lme4_1.1-27.1.tar.gz	CRAN_archive
329	org.Mm.eg.db	3.10.0	https://bioconductor.org/packages/3.10/data/annotation/src/contrib/org.Mm.eg.db_3.10.0.tar.gz	url_custom
330	pbkrtest	0.4-8.6	http://cran.r-project.org/src/contrib/Archive/pbkrtest/pbkrtest_0.4-8.6.tar.gz	CRAN_archive
331	rcmdcheck	1.3.3	http://cran.r-project.org/src/contrib/Archive/rcmdcheck/rcmdcheck_1.3.3.tar.gz	CRAN_archive
332	readr	2.0.2	http://cran.r-project.org/src/contrib/Archive/readr/readr_2.0.2.tar.gz	CRAN_archive
333	readxl	1.3.1	http://cran.r-project.org/src/contrib/Archive/readxl/readxl_1.3.1.tar.gz	CRAN_archive
334	rematch2	2.1.1	http://cran.r-project.org/src/contrib/Archive/rematch2/rematch2_2.1.1.tar.gz	CRAN_archive
335	Rsamtools	2.2.3	https://bioconductor.org/packages/3.10/bioc/src/contrib/Rsamtools_2.2.3.tar.gz	BioC_last
336	rvest	0.3.5	http://cran.r-project.org/src/contrib/Archive/rvest/rvest_0.3.5.tar.gz	CRAN_archive
337	sf	1.0-3	http://cran.r-project.org/src/contrib/Archive/sf/sf_1.0-3.tar.gz	CRAN_archive
338	shiny	1.7.1	http://cran.r-project.org/src/contrib/Archive/shiny/shiny_1.7.1.tar.gz	CRAN_archive
339	smoother	1.1	https://cran.r-project.org/src/contrib/smoother_1.1.tar.gz	CRAN_last
340	SummarizedExperiment	1.16.1	https://bioconductor.org/packages/3.10/bioc/src/contrib/SummarizedExperiment_1.16.1.tar.gz	BioC_last
341	tidyr	1.1.4	http://cran.r-project.org/src/contrib/Archive/tidyr/tidyr_1.1.4.tar.gz	CRAN_archive
342	usethis	2.0.1	http://cran.r-project.org/src/contrib/Archive/usethis/usethis_2.0.1.tar.gz	CRAN_archive
343	waldo	0.3.1	http://cran.r-project.org/src/contrib/Archive/waldo/waldo_0.3.1.tar.gz	CRAN_archive
344	annotate	1.64.0	https://bioconductor.org/packages/3.10/bioc/src/contrib/annotate_1.64.0.tar.gz	BioC_last
345	babelgene	22.3	http://cran.r-project.org/src/contrib/Archive/babelgene/babelgene_22.3.tar.gz	CRAN_archive
346	babelwhale	1.0.1	http://cran.r-project.org/src/contrib/Archive/babelwhale/babelwhale_1.0.1.tar.gz	CRAN_archive
347	beachmat	2.2.1	https://bioconductor.org/packages/3.10/bioc/src/contrib/beachmat_2.2.1.tar.gz	BioC_last
348	BiocSingular	1.2.2	https://bioconductor.org/packages/3.10/bioc/src/contrib/BiocSingular_1.2.2.tar.gz	BioC_last
349	broom	0.7.9	http://cran.r-project.org/src/contrib/Archive/broom/broom_0.7.9.tar.gz	CRAN_archive
350	dbplyr	1.4.4	http://cran.r-project.org/src/contrib/Archive/dbplyr/dbplyr_1.4.4.tar.gz	CRAN_archive
351	DelayedMatrixStats	1.8.0	https://bioconductor.org/packages/3.10/bioc/src/contrib/DelayedMatrixStats_1.8.0.tar.gz	BioC_last
352	dyndimred	1.0.3	http://cran.r-project.org/src/contrib/Archive/dyndimred/dyndimred_1.0.3.tar.gz	CRAN_archive
353	genefilter	1.68.0	https://bioconductor.org/packages/3.10/bioc/src/contrib/genefilter_1.68.0.tar.gz	BioC_last
354	geneplotter	1.64.0	https://bioconductor.org/packages/3.10/bioc/src/contrib/geneplotter_1.64.0.tar.gz	BioC_last
355	GenomicAlignments	1.22.1	https://bioconductor.org/packages/3.10/bioc/src/contrib/GenomicAlignments_1.22.1.tar.gz	BioC_last
356	gridpattern	0.3.1	http://cran.r-project.org/src/contrib/Archive/gridpattern/gridpattern_0.3.1.tar.gz	CRAN_archive
357	GSEABase	1.48.0	https://bioconductor.org/packages/3.10/bioc/src/contrib/GSEABase_1.48.0.tar.gz	BioC_last
358	haven	2.3.1	http://cran.r-project.org/src/contrib/Archive/haven/haven_2.3.1.tar.gz	CRAN_archive
359	kableExtra	1.3.4	https://cran.r-project.org/src/contrib/kableExtra_1.3.4.tar.gz	CRAN_last
360	msigdbr	7.5.1	https://cran.r-project.org/src/contrib/msigdbr_7.5.1.tar.gz	CRAN_last
361	recipes	0.1.17	http://cran.r-project.org/src/contrib/Archive/recipes/recipes_0.1.17.tar.gz	CRAN_archive
362	rio	0.5.16	http://cran.r-project.org/src/contrib/Archive/rio/rio_0.5.16.tar.gz	CRAN_archive
363	rtracklayer	1.46.0	https://bioconductor.org/packages/3.10/bioc/src/contrib/rtracklayer_1.46.0.tar.gz	BioC_last
364	SingleCellExperiment	1.8.0	https://bioconductor.org/packages/3.10/bioc/src/contrib/SingleCellExperiment_1.8.0.tar.gz	BioC_last
365	slingshot	1.4.0	https://bioconductor.org/packages/3.10/bioc/src/contrib/slingshot_1.4.0.tar.gz	BioC_last
366	testthat	3.1.0	http://cran.r-project.org/src/contrib/Archive/testthat/testthat_3.1.0.tar.gz	CRAN_archive
367	tidygraph	1.1.2	http://cran.r-project.org/src/contrib/Archive/tidygraph/tidygraph_1.1.2.tar.gz	CRAN_archive
368	zinbwave	1.8.0	https://bioconductor.org/packages/3.10/bioc/src/contrib/zinbwave_1.8.0.tar.gz	BioC_last
369	AUCell	1.8.0	https://bioconductor.org/packages/3.10/bioc/src/contrib/AUCell_1.8.0.tar.gz	BioC_last
370	BiocFileCache	1.10.2	https://bioconductor.org/packages/3.10/bioc/src/contrib/BiocFileCache_1.10.2.tar.gz	BioC_last
371	biomaRt	2.42.1	https://bioconductor.org/packages/3.10/bioc/src/contrib/biomaRt_2.42.1.tar.gz	BioC_last
372	car	3.0-11	http://cran.r-project.org/src/contrib/Archive/car/car_3.0-11.tar.gz	CRAN_archive
373	devtools	2.4.3	http://cran.r-project.org/src/contrib/Archive/devtools/devtools_2.4.3.tar.gz	CRAN_archive
374	DropletUtils	1.6.1	https://bioconductor.org/packages/3.10/bioc/src/contrib/DropletUtils_1.6.1.tar.gz	BioC_last
375	gridtext	0.1.1	http://cran.r-project.org/src/contrib/Archive/gridtext/gridtext_0.1.1.tar.gz	CRAN_archive
376	isoband	0.2.1	http://cran.r-project.org/src/contrib/Archive/isoband/isoband_0.2.1.tar.gz	CRAN_archive
377	rstatix	0.5.0	http://cran.r-project.org/src/contrib/Archive/rstatix/rstatix_0.5.0.tar.gz	CRAN_archive
378	scds	1.2.0	https://bioconductor.org/packages/3.10/bioc/src/contrib/scds_1.2.0.tar.gz	BioC_last
379	VIM	6.1.1	http://cran.r-project.org/src/contrib/Archive/VIM/VIM_6.1.1.tar.gz	CRAN_archive
380	ggplot2	3.3.5	http://cran.r-project.org/src/contrib/Archive/ggplot2/ggplot2_3.3.5.tar.gz	CRAN_archive
381	ggplotify	0.0.5	http://cran.r-project.org/src/contrib/Archive/ggplotify/ggplotify_0.0.5.tar.gz	CRAN_archive
382	ggrepel	0.9.1	http://cran.r-project.org/src/contrib/Archive/ggrepel/ggrepel_0.9.1.tar.gz	CRAN_archive
383	ggridges	0.5.2	http://cran.r-project.org/src/contrib/Archive/ggridges/ggridges_0.5.2.tar.gz	CRAN_archive
384	ggsci	2.9	http://cran.r-project.org/src/contrib/Archive/ggsci/ggsci_2.9.tar.gz	CRAN_archive
385	ggsignif	0.6.0	http://cran.r-project.org/src/contrib/Archive/ggsignif/ggsignif_0.6.0.tar.gz	CRAN_archive
386	ggtext	0.1.0	http://cran.r-project.org/src/contrib/Archive/ggtext/ggtext_0.1.0.tar.gz	CRAN_archive
387	ggthemes	4.2.4	https://cran.r-project.org/src/contrib/ggthemes_4.2.4.tar.gz	CRAN_last
388	ggvenn	0.1.9	http://cran.r-project.org/src/contrib/Archive/ggvenn/ggvenn_0.1.9.tar.gz	CRAN_archive
389	infercnv	1.2.1	https://bioconductor.org/packages/3.10/bioc/src/contrib/infercnv_1.2.1.tar.gz	BioC_last
390	mlr	2.17.1	http://cran.r-project.org/src/contrib/Archive/mlr/mlr_2.17.1.tar.gz	CRAN_archive
391	patchwork	1.1.2	https://cran.r-project.org/src/contrib/patchwork_1.1.2.tar.gz	CRAN_last
392	plotly	4.9.2.1	http://cran.r-project.org/src/contrib/Archive/plotly/plotly_4.9.2.1.tar.gz	CRAN_archive
393	qvalue	2.18.0	https://bioconductor.org/packages/3.10/bioc/src/contrib/qvalue_2.18.0.tar.gz	BioC_last
394	sctransform	0.2.1	http://cran.r-project.org/src/contrib/Archive/sctransform/sctransform_0.2.1.tar.gz	CRAN_archive
395	smoof	1.6.0.2	http://cran.r-project.org/src/contrib/Archive/smoof/smoof_1.6.0.2.tar.gz	CRAN_archive
396	UpSetR	1.4.0	https://cran.r-project.org/src/contrib/UpSetR_1.4.0.tar.gz	CRAN_last
397	viridis	0.5.1	http://cran.r-project.org/src/contrib/Archive/viridis/viridis_0.5.1.tar.gz	CRAN_archive
398	caret	6.0-86	http://cran.r-project.org/src/contrib/Archive/caret/caret_6.0-86.tar.gz	CRAN_archive
399	cowplot	1.0.0	http://cran.r-project.org/src/contrib/Archive/cowplot/cowplot_1.0.0.tar.gz	CRAN_archive
400	dendextend	1.15.1	http://cran.r-project.org/src/contrib/Archive/dendextend/dendextend_1.15.1.tar.gz	CRAN_archive
401	DiagrammeR	1.0.6.1	http://cran.r-project.org/src/contrib/Archive/DiagrammeR/DiagrammeR_1.0.6.1.tar.gz	CRAN_archive
402	EnhancedVolcano	1.4.0	https://bioconductor.org/packages/3.10/bioc/src/contrib/EnhancedVolcano_1.4.0.tar.gz	BioC_last
403	fgsea	1.12.0	https://bioconductor.org/packages/3.10/bioc/src/contrib/fgsea_1.12.0.tar.gz	BioC_last
404	ggbeeswarm	0.6.0	http://cran.r-project.org/src/contrib/Archive/ggbeeswarm/ggbeeswarm_0.6.0.tar.gz	CRAN_archive
405	ggdendro	0.1-20	http://cran.r-project.org/src/contrib/Archive/ggdendro/ggdendro_0.1-20.tar.gz	CRAN_archive
406	ggforce	0.3.1	http://cran.r-project.org/src/contrib/Archive/ggforce/ggforce_0.3.1.tar.gz	CRAN_archive
407	ggpattern	0.3.1	https://github.com/coolbutuseless/ggpattern/archive/refs/tags/v0.3.1.tar.gz	url_custom
408	ggplot.multistats	1.0.0	https://cran.r-project.org/src/contrib/ggplot.multistats_1.0.0.tar.gz	CRAN_last
409	ggpubr	0.3.0	http://cran.r-project.org/src/contrib/Archive/ggpubr/ggpubr_0.3.0.tar.gz	CRAN_archive
410	ggraph	2.0.3	http://cran.r-project.org/src/contrib/Archive/ggraph/ggraph_2.0.3.tar.gz	CRAN_archive
411	harmony	0.1.0	http://cran.r-project.org/src/contrib/Archive/harmony/harmony_0.1.0.tar.gz	CRAN_archive
412	Hmisc	4.4-0	http://cran.r-project.org/src/contrib/Archive/Hmisc/Hmisc_4.4-0.tar.gz	CRAN_archive
413	mlrMBO	1.1.4	http://cran.r-project.org/src/contrib/Archive/mlrMBO/mlrMBO_1.1.4.tar.gz	CRAN_archive
414	randomForestSRC	2.12.1	http://cran.r-project.org/src/contrib/Archive/randomForestSRC/randomForestSRC_2.12.1.tar.gz	CRAN_archive
415	scater	1.14.6	https://bioconductor.org/packages/3.10/bioc/src/contrib/scater_1.14.6.tar.gz	BioC_last
416	scran	1.14.6	https://bioconductor.org/packages/3.10/bioc/src/contrib/scran_1.14.6.tar.gz	BioC_last
417	Seurat	3.1.5	http://cran.r-project.org/src/contrib/Archive/Seurat/Seurat_3.1.5.tar.gz	CRAN_archive
418	batchelor	1.2.4	https://bioconductor.org/packages/3.10/bioc/src/contrib/batchelor_1.2.4.tar.gz	BioC_last
419	clustree	0.4.3	http://cran.r-project.org/src/contrib/Archive/clustree/clustree_0.4.3.tar.gz	CRAN_archive
420	DESeq2	1.26.0	https://bioconductor.org/packages/3.10/bioc/src/contrib/DESeq2_1.26.0.tar.gz	BioC_last
421	destiny	3.0.1	https://bioconductor.org/packages/3.10/bioc/src/contrib/destiny_3.0.1.tar.gz	BioC_last
422	DOSE	3.12.0	https://bioconductor.org/packages/3.10/bioc/src/contrib/DOSE_3.12.0.tar.gz	BioC_last
423	dynparam	1.0.0	http://cran.r-project.org/src/contrib/Archive/dynparam/dynparam_1.0.0.tar.gz	CRAN_archive
424	dynwrap	1.2.1	http://cran.r-project.org/src/contrib/Archive/dynwrap/dynwrap_1.2.1.tar.gz	CRAN_archive
425	enrichplot	1.6.1	https://bioconductor.org/packages/3.10/bioc/src/contrib/enrichplot_1.6.1.tar.gz	BioC_last
426	gng	0.1.0	https://api.github.com/repos/rcannood/gng/tarball/	url_custom
427	nichenetr	0.1.0	https://api.github.com/repos/saeyslab/nichenetr/tarball/	url_custom
428	scBFA	1.0.0	https://bioconductor.org/packages/3.10/bioc/src/contrib/scBFA_1.0.0.tar.gz	BioC_last
429	scDblFinder	1.1.8	https://bioconductor.org/packages/3.10/bioc/src/contrib/scDblFinder_1.1.8.tar.gz	BioC_last
430	clusterProfiler	3.14.3	https://bioconductor.org/packages/3.10/bioc/src/contrib/clusterProfiler_3.14.3.tar.gz	BioC_last
431	dynfeature	1.0.0.9000	http://cran.r-project.org/src/contrib/Archive/dynfeature/dynfeature_1.0.0.tar.gz	CRAN_archive_short_version
432	dynmethods	1.0.5	https://api.github.com/repos/dynverse/dynmethods/tarball/	url_custom
433	dynplot	1.0.2.9000	https://cran.r-project.org/src/contrib/Archive/dynplot/dynplot_1.1.0.tar.gz	url_custom
434	dyneval	0.9.9	https://api.github.com/repos/dynverse/dyneval/tarball/	url_custom
435	TInGa	0.0.0.9000	https://github.com/Helena-todd/TInGa/archive/3d1f041.tar.gz	special_install
436	hdf5r	1.3.2	https://cran.r-project.org/src/contrib/Archive/hdf5r/hdf5r_1.3.2.tar.gz	CRAN_archive
437	ggwordcloud	0.5.0	https://cran.r-project.org/src/contrib/ggwordcloud_0.5.0.tar.gz	CRAN_last
